round,client_id
1,3
1,10
1,11
1,12
1,14
1,16
1,17
1,19
1,20
1,23
1,24
1,26
1,27
1,30
1,31
1,32
1,34
1,35
1,38
1,40
1,44
1,47
1,48
1,50
1,52
1,54
1,56
1,57
1,61
1,64
1,66
1,67
1,68
1,69
1,70
1,72
1,74
1,78
1,81
1,83
1,84
1,85
1,86
1,88
1,89
1,92
1,94
1,95
1,96
1,99
1,103
1,104
1,105
1,109
1,111
1,114
1,115
1,116
1,117
1,122
1,123
1,124
1,127
1,128
1,129
1,130
1,131
1,132
1,133
1,134
1,135
1,137
1,138
1,140
1,143
1,145
1,146
1,147
1,148
1,149
1,151
1,152
1,153
1,154
1,157
1,158
1,160
1,162
1,163
1,164
1,167
1,170
1,172
1,174
1,175
1,180
1,182
1,183
1,188
1,189
1,194
1,196
1,197
1,202
1,204
1,205
1,207
1,210
1,212
1,214
1,216
1,217
1,218
1,220
1,223
1,227
1,228
1,230
1,232
1,233
1,234
1,235
1,238
1,239
1,242
1,244
1,249
1,250
1,251
1,254
1,255
1,257
1,260
1,261
1,263
1,264
1,266
1,268
1,272
1,273
1,278
1,279
1,285
1,286
1,289
1,291
1,293
1,294
1,295
1,297
1,298
1,299
1,301
1,303
1,304
1,305
1,308
1,313
1,315
1,318
1,321
1,322
1,323
1,324
1,325
1,326
1,328
1,329
1,333
1,337
1,340
1,344
1,346
1,348
1,352
1,353
1,355
1,356
1,359
1,362
1,367
1,368
1,370
1,371
1,372
1,373
1,374
1,377
1,378
1,379
1,383
1,385
1,387
1,388
1,389
1,390
1,393
1,394
1,395
1,396
1,397
1,401
1,402
1,403
1,404
1,406
1,408
1,411
1,413
1,416
1,417
1,420
1,423
1,424
1,425
1,426
1,428
1,429
1,430
1,432
1,434
1,435
1,437
1,438
1,439
1,442
1,444
1,445
1,449
1,450
1,451
1,453
1,454
1,455
1,460
1,462
1,463
1,466
1,467
1,470
1,471
1,472
1,474
1,476
1,481
1,485
1,486
1,492
1,495
1,497
