round,client_id
10,3
10,10
10,11
10,12
10,14
10,16
10,17
10,20
10,23
10,24
10,27
10,30
10,31
10,32
10,34
10,35
10,38
10,44
10,47
10,48
10,50
10,52
10,54
10,56
10,57
10,61
10,64
10,66
10,67
10,68
10,69
10,70
10,72
10,74
10,78
10,81
10,83
10,84
10,85
10,86
10,88
10,92
10,94
10,95
10,96
10,99
10,103
10,104
10,105
10,109
10,114
10,115
10,116
10,117
10,122
10,123
10,124
10,127
10,128
10,129
10,130
10,131
10,132
10,133
10,134
10,135
10,137
10,138
10,140
10,143
10,145
10,146
10,147
10,148
10,149
10,151
10,152
10,153
10,154
10,157
10,158
10,160
10,163
10,164
10,167
10,170
10,172
10,174
10,175
10,180
10,182
10,183
10,188
10,189
10,194
10,196
10,197
10,204
10,205
10,207
10,210
10,212
10,214
10,216
10,217
10,218
10,220
10,223
10,227
10,228
10,230
10,232
10,233
10,234
10,235
10,238
10,239
10,244
10,248
10,249
10,250
10,251
10,254
10,255
10,257
10,260
10,261
10,263
10,264
10,266
10,268
10,270
10,272
10,273
10,278
10,279
10,285
10,286
10,289
10,291
10,293
10,294
10,295
10,297
10,298
10,299
10,301
10,304
10,305
10,308
10,313
10,315
10,318
10,321
10,322
10,323
10,324
10,325
10,326
10,328
10,329
10,333
10,337
10,340
10,344
10,346
10,348
10,352
10,353
10,355
10,356
10,358
10,359
10,362
10,367
10,368
10,370
10,371
10,372
10,373
10,374
10,377
10,379
10,383
10,385
10,387
10,388
10,389
10,390
10,393
10,394
10,395
10,396
10,397
10,401
10,402
10,403
10,404
10,406
10,408
10,411
10,413
10,416
10,417
10,420
10,423
10,424
10,425
10,426
10,428
10,429
10,430
10,432
10,434
10,435
10,437
10,438
10,439
10,442
10,445
10,449
10,450
10,451
10,453
10,454
10,455
10,460
10,462
10,463
10,466
10,467
10,470
10,471
10,474
10,476
10,481
10,485
10,486
10,492
10,495
10,497
