round,client_id
8,3
8,10
8,12
8,14
8,21
8,23
8,24
8,25
8,27
8,30
8,33
8,35
8,38
8,39
8,43
8,45
8,46
8,48
8,49
8,50
8,52
8,53
8,54
8,62
8,65
8,66
8,69
8,70
8,71
8,73
8,75
8,80
8,84
8,85
8,94
8,96
8,100
8,101
8,103
8,105
8,106
8,108
8,109
8,111
8,112
8,114
8,118
8,119
8,121
8,125
8,127
8,130
8,133
8,138
8,141
8,146
8,149
8,150
8,151
8,152
8,153
8,154
8,156
8,158
8,161
8,164
8,166
8,167
8,168
8,169
8,171
8,174
8,177
8,178
8,180
8,184
8,186
8,191
8,194
8,195
8,201
8,202
8,203
8,206
8,208
8,209
8,210
8,211
8,215
8,216
8,218
8,220
8,222
8,223
8,224
8,225
8,226
8,228
8,229
8,233
8,234
8,236
8,238
8,239
8,242
8,245
8,247
8,249
8,254
8,256
8,257
8,261
8,267
8,274
8,276
8,279
8,281
8,283
8,285
8,287
8,288
8,290
8,293
8,297
8,298
8,301
8,302
8,304
8,307
8,308
8,310
8,312
8,317
8,318
8,319
8,321
8,322
8,327
8,328
8,332
8,334
8,339
8,344
8,353
8,355
8,357
8,358
8,359
8,360
8,361
8,362
8,364
8,366
8,367
8,368
8,370
8,375
8,377
8,382
8,383
8,384
8,385
8,386
8,387
8,389
8,393
8,403
8,405
8,407
8,411
8,413
8,414
8,416
8,417
8,425
8,427
8,428
8,429
8,430
8,434
8,435
8,440
8,442
8,443
8,444
8,445
8,448
8,449
8,450
8,451
8,455
8,456
8,457
8,458
8,461
8,464
8,466
8,472
8,476
8,477
8,478
8,480
8,481
8,483
8,485
8,486
8,488
8,489
8,492
8,494
8,495
8,499
8,500
