round,client_id
10,3
10,12
10,14
10,19
10,21
10,23
10,24
10,25
10,27
10,30
10,33
10,35
10,38
10,39
10,42
10,43
10,45
10,46
10,48
10,49
10,50
10,52
10,53
10,54
10,59
10,61
10,62
10,65
10,66
10,69
10,70
10,71
10,73
10,75
10,80
10,84
10,85
10,94
10,96
10,100
10,101
10,103
10,105
10,106
10,108
10,109
10,111
10,112
10,114
10,115
10,118
10,119
10,121
10,125
10,130
10,133
10,134
10,136
10,138
10,141
10,146
10,149
10,150
10,151
10,152
10,153
10,154
10,156
10,158
10,161
10,164
10,167
10,168
10,171
10,174
10,176
10,177
10,178
10,180
10,184
10,186
10,191
10,194
10,195
10,196
10,197
10,203
10,206
10,208
10,209
10,210
10,211
10,212
10,213
10,215
10,216
10,220
10,222
10,223
10,224
10,225
10,226
10,228
10,229
10,230
10,233
10,234
10,236
10,238
10,239
10,242
10,245
10,247
10,254
10,256
10,261
10,262
10,267
10,269
10,274
10,276
10,281
10,283
10,285
10,287
10,288
10,289
10,290
10,293
10,297
10,298
10,301
10,302
10,303
10,304
10,307
10,308
10,310
10,312
10,317
10,318
10,319
10,322
10,324
10,327
10,328
10,330
10,332
10,336
10,338
10,339
10,343
10,344
10,350
10,353
10,355
10,357
10,358
10,359
10,360
10,361
10,362
10,364
10,366
10,367
10,368
10,370
10,375
10,377
10,382
10,383
10,384
10,386
10,387
10,389
10,393
10,397
10,403
10,405
10,407
10,411
10,413
10,414
10,416
10,417
10,424
10,425
10,427
10,428
10,429
10,430
10,433
10,434
10,435
10,440
10,442
10,443
10,444
10,445
10,448
10,449
10,450
10,451
10,455
10,456
10,457
10,458
10,461
10,464
10,466
10,472
10,475
10,476
10,477
10,478
10,480
10,481
10,483
10,485
10,486
10,488
10,489
10,492
10,494
10,495
10,499
10,500
