round,client_id
2,3
2,10
2,12
2,24
2,25
2,27
2,30
2,33
2,39
2,49
2,52
2,59
2,61
2,66
2,70
2,75
2,80
2,84
2,91
2,94
2,96
2,100
2,103
2,105
2,106
2,108
2,109
2,112
2,118
2,121
2,122
2,125
2,127
2,130
2,133
2,134
2,136
2,138
2,142
2,146
2,152
2,154
2,156
2,166
2,167
2,169
2,170
2,174
2,176
2,180
2,184
2,186
2,191
2,201
2,207
2,210
2,211
2,212
2,213
2,220
2,222
2,223
2,225
2,226
2,229
2,233
2,234
2,245
2,247
2,257
2,262
2,274
2,279
2,285
2,293
2,303
2,304
2,310
2,317
2,321
2,327
2,328
2,332
2,334
2,339
2,343
2,344
2,359
2,361
2,362
2,364
2,366
2,367
2,368
2,375
2,382
2,383
2,385
2,386
2,387
2,389
2,403
2,407
2,414
2,417
2,424
2,427
2,428
2,429
2,430
2,435
2,439
2,442
2,443
2,444
2,445
2,448
2,455
2,458
2,461
2,464
2,480
2,485
2,486
2,489
2,492
2,494
2,499
