round,client_id
4,1
4,2
4,4
4,8
4,9
4,12
4,16
4,17
4,21
4,24
4,26
4,28
4,29
4,30
4,32
4,35
4,38
4,40
4,41
4,48
4,49
4,53
4,55
4,57
4,60
4,62
4,70
4,73
4,74
4,75
4,90
4,93
4,99
4,101
4,103
4,104
4,105
4,106
4,114
4,117
4,118
4,120
4,135
4,141
4,142
4,143
4,144
4,146
4,148
4,149
4,150
4,151
4,155
4,156
4,163
4,165
4,166
4,170
4,171
4,173
4,174
4,177
4,178
4,181
4,185
4,187
4,188
4,191
4,198
4,213
4,214
4,215
4,218
4,219
4,224
4,225
4,230
4,231
4,242
4,244
4,248
4,253
4,265
4,270
4,274
4,275
4,280
4,282
4,283
4,288
4,296
4,297
4,301
4,306
4,308
4,312
4,316
4,317
4,319
4,327
4,331
4,340
4,347
4,350
4,352
4,355
4,358
4,359
4,363
4,364
4,367
4,368
4,373
4,375
4,376
4,379
4,381
4,382
4,390
4,391
4,397
4,398
4,400
4,401
4,405
4,414
4,415
4,416
4,419
4,431
4,442
4,444
4,447
4,453
4,456
4,460
4,461
4,465
4,468
4,476
4,481
4,488
4,490
4,491
4,492
4,494
4,499
4,500
