round,client_id
5,1
5,4
5,8
5,9
5,12
5,16
5,17
5,21
5,24
5,26
5,30
5,32
5,37
5,38
5,40
5,41
5,48
5,49
5,53
5,55
5,57
5,60
5,62
5,66
5,70
5,73
5,74
5,75
5,87
5,90
5,93
5,96
5,99
5,101
5,103
5,104
5,105
5,112
5,114
5,117
5,118
5,120
5,122
5,135
5,141
5,142
5,143
5,144
5,146
5,148
5,149
5,150
5,151
5,155
5,156
5,163
5,165
5,166
5,170
5,171
5,173
5,174
5,177
5,178
5,181
5,187
5,188
5,191
5,198
5,205
5,212
5,213
5,214
5,215
5,218
5,219
5,224
5,225
5,230
5,231
5,240
5,242
5,244
5,248
5,249
5,250
5,253
5,265
5,270
5,273
5,274
5,275
5,282
5,283
5,285
5,288
5,296
5,297
5,301
5,306
5,308
5,312
5,316
5,317
5,319
5,327
5,329
5,331
5,340
5,347
5,350
5,352
5,355
5,357
5,358
5,359
5,363
5,364
5,367
5,368
5,373
5,375
5,376
5,379
5,381
5,382
5,390
5,391
5,397
5,398
5,400
5,401
5,405
5,414
5,415
5,416
5,419
5,431
5,436
5,444
5,446
5,447
5,453
5,456
5,459
5,460
5,461
5,464
5,465
5,468
5,476
5,477
5,478
5,481
5,488
5,490
5,491
5,492
5,494
5,495
5,500
