round,client_id
9,3
9,5
9,8
9,9
9,15
9,16
9,17
9,21
9,24
9,25
9,26
9,30
9,32
9,33
9,37
9,38
9,40
9,41
9,48
9,49
9,53
9,54
9,55
9,57
9,59
9,60
9,62
9,66
9,70
9,73
9,74
9,75
9,76
9,87
9,89
9,90
9,93
9,96
9,99
9,101
9,103
9,104
9,105
9,112
9,113
9,114
9,117
9,118
9,120
9,122
9,131
9,135
9,139
9,141
9,142
9,143
9,144
9,146
9,148
9,149
9,150
9,155
9,156
9,159
9,160
9,163
9,165
9,166
9,173
9,174
9,177
9,181
9,185
9,187
9,188
9,198
9,201
9,205
9,206
9,212
9,213
9,214
9,215
9,218
9,219
9,220
9,223
9,224
9,225
9,226
9,230
9,231
9,232
9,236
9,239
9,240
9,242
9,244
9,247
9,248
9,249
9,250
9,253
9,265
9,270
9,272
9,273
9,275
9,277
9,278
9,283
9,285
9,288
9,297
9,301
9,302
9,306
9,308
9,311
9,312
9,316
9,317
9,319
9,325
9,327
9,329
9,331
9,334
9,342
9,347
9,350
9,352
9,357
9,358
9,364
9,367
9,368
9,373
9,375
9,376
9,381
9,382
9,384
9,386
9,390
9,391
9,393
9,397
9,398
9,399
9,400
9,401
9,405
9,411
9,414
9,415
9,416
9,417
9,429
9,430
9,431
9,432
9,437
9,438
9,443
9,446
9,447
9,451
9,453
9,456
9,460
9,462
9,463
9,464
9,465
9,466
9,468
9,476
9,477
9,478
9,479
9,481
9,488
9,489
9,490
9,491
9,492
9,494
9,495
9,497
9,500
