round,client_id
3,1
3,2
3,8
3,9
3,12
3,16
3,17
3,21
3,24
3,26
3,28
3,29
3,30
3,32
3,38
3,40
3,41
3,48
3,49
3,53
3,55
3,57
3,60
3,62
3,70
3,73
3,74
3,75
3,86
3,90
3,93
3,99
3,100
3,101
3,105
3,106
3,114
3,117
3,118
3,120
3,133
3,135
3,141
3,142
3,144
3,146
3,148
3,149
3,150
3,151
3,155
3,156
3,163
3,164
3,165
3,166
3,170
3,171
3,174
3,175
3,177
3,178
3,179
3,181
3,185
3,187
3,188
3,191
3,198
3,214
3,215
3,218
3,219
3,224
3,225
3,230
3,242
3,244
3,248
3,253
3,265
3,270
3,275
3,282
3,283
3,288
3,296
3,297
3,300
3,301
3,306
3,308
3,312
3,316
3,317
3,319
3,327
3,328
3,329
3,331
3,332
3,340
3,341
3,347
3,350
3,352
3,355
3,358
3,359
3,363
3,364
3,367
3,368
3,375
3,376
3,379
3,382
3,391
3,397
3,398
3,401
3,405
3,415
3,416
3,419
3,431
3,442
3,444
3,447
3,453
3,456
3,460
3,461
3,465
3,468
3,474
3,476
3,481
3,488
3,490
3,491
3,492
3,494
3,499
3,500
