round,client_id
1,1
1,10
1,12
1,16
1,19
1,21
1,25
1,26
1,28
1,29
1,30
1,39
1,41
1,48
1,49
1,51
1,55
1,57
1,62
1,63
1,71
1,73
1,74
1,79
1,86
1,99
1,100
1,101
1,110
1,117
1,118
1,119
1,121
1,135
1,137
1,141
1,142
1,143
1,149
1,150
1,151
1,160
1,161
1,163
1,165
1,169
1,170
1,171
1,174
1,175
1,178
1,179
1,182
1,187
1,188
1,191
1,198
1,209
1,215
1,216
1,218
1,224
1,225
1,230
1,233
1,234
1,244
1,248
1,249
1,257
1,261
1,265
1,270
1,274
1,276
1,280
1,281
1,282
1,288
1,297
1,301
1,306
1,311
1,312
1,327
1,329
1,330
1,332
1,340
1,341
1,342
1,350
1,352
1,358
1,359
1,364
1,367
1,368
1,373
1,375
1,376
1,379
1,382
1,391
1,411
1,412
1,416
1,422
1,431
1,443
1,444
1,446
1,447
1,448
1,456
1,461
1,465
1,468
1,471
1,473
1,474
1,476
1,479
1,481
1,488
1,492
