round,client_id
2,20
2,22
2,28
2,31
2,35
2,36
2,39
2,40
2,48
2,54
2,62
2,70
2,73
2,78
2,83
2,87
2,88
2,90
2,99
2,109
2,120
2,144
2,152
2,157
2,165
2,170
2,172
2,176
2,190
2,191
2,195
2,197
2,200
2,211
2,212
2,214
2,215
2,217
2,219
2,221
2,227
2,234
2,240
2,241
2,271
2,275
2,278
2,285
2,298
2,304
2,306
2,312
2,315
2,316
2,322
2,327
2,328
2,331
2,333
2,336
2,340
2,341
2,343
2,345
2,349
2,351
2,352
2,353
2,360
2,375
2,376
2,387
2,388
2,393
2,396
2,401
2,402
2,404
2,415
2,416
2,417
2,423
2,445
2,476
2,482
2,483
2,494
