round,client_id
8,12
8,14
8,20
8,28
8,29
8,31
8,35
8,36
8,39
8,40
8,48
8,52
8,54
8,62
8,64
8,67
8,70
8,71
8,73
8,75
8,78
8,83
8,87
8,88
8,90
8,91
8,99
8,109
8,120
8,122
8,127
8,144
8,147
8,152
8,153
8,157
8,158
8,159
8,165
8,170
8,172
8,174
8,176
8,178
8,184
8,186
8,190
8,191
8,192
8,195
8,197
8,198
8,200
8,211
8,212
8,213
8,214
8,215
8,217
8,219
8,221
8,227
8,231
8,234
8,241
8,250
8,260
8,270
8,271
8,275
8,278
8,285
8,298
8,304
8,305
8,306
8,310
8,311
8,312
8,315
8,316
8,318
8,322
8,327
8,328
8,331
8,333
8,336
8,340
8,341
8,342
8,343
8,345
8,349
8,351
8,352
8,353
8,360
8,363
8,370
8,374
8,375
8,376
8,387
8,393
8,396
8,401
8,402
8,404
8,408
8,415
8,416
8,423
8,426
8,433
8,442
8,445
8,446
8,449
8,451
8,453
8,476
8,477
8,482
8,483
8,489
8,494
