round,client_id
4,1
4,4
4,9
4,12
4,16
4,17
4,19
4,20
4,21
4,26
4,29
4,30
4,32
4,33
4,35
4,37
4,38
4,40
4,41
4,48
4,50
4,55
4,57
4,59
4,60
4,62
4,66
4,73
4,74
4,80
4,94
4,96
4,99
4,101
4,103
4,105
4,117
4,118
4,120
4,121
4,122
4,129
4,133
4,134
4,135
4,136
4,137
4,141
4,142
4,143
4,144
4,146
4,148
4,149
4,150
4,160
4,161
4,163
4,164
4,165
4,166
4,170
4,171
4,174
4,183
4,187
4,188
4,198
4,200
4,202
4,205
4,207
4,208
4,212
4,214
4,215
4,218
4,219
4,225
4,230
4,233
4,235
4,236
4,244
4,248
4,249
4,250
4,254
4,255
4,257
4,261
4,265
4,267
4,270
4,273
4,274
4,275
4,278
4,280
4,282
4,285
4,296
4,297
4,308
4,312
4,313
4,319
4,321
4,326
4,327
4,329
4,337
4,340
4,350
4,352
4,355
4,358
4,359
4,360
4,364
4,368
4,371
4,373
4,375
4,379
4,382
4,390
4,391
4,398
4,399
4,401
4,405
4,411
4,416
4,419
4,431
4,432
4,435
4,442
4,444
4,455
4,456
4,459
4,465
4,468
4,474
4,476
4,481
4,484
4,488
4,491
4,492
