round,client_id
6,3
6,9
6,12
6,14
6,16
6,17
6,20
6,21
6,26
6,29
6,30
6,32
6,33
6,35
6,37
6,38
6,40
6,41
6,43
6,48
6,50
6,55
6,57
6,59
6,60
6,62
6,66
6,73
6,74
6,75
6,88
6,94
6,96
6,99
6,101
6,103
6,105
6,108
6,112
6,114
6,117
6,118
6,120
6,121
6,122
6,129
6,131
6,133
6,134
6,135
6,136
6,137
6,139
6,141
6,142
6,143
6,144
6,148
6,149
6,150
6,152
6,155
6,156
6,160
6,163
6,164
6,166
6,174
6,177
6,183
6,187
6,188
6,192
6,198
6,200
6,205
6,207
6,208
6,214
6,218
6,219
6,223
6,225
6,228
6,230
6,233
6,235
6,236
6,244
6,248
6,249
6,250
6,254
6,255
6,257
6,261
6,265
6,267
6,270
6,273
6,275
6,278
6,280
6,284
6,285
6,289
6,296
6,297
6,308
6,313
6,319
6,326
6,327
6,329
6,331
6,342
6,345
6,352
6,358
6,367
6,368
6,371
6,373
6,375
6,381
6,382
6,390
6,391
6,397
6,398
6,399
6,400
6,401
6,405
6,411
6,416
6,424
6,431
6,432
6,435
6,437
6,438
6,442
6,444
6,445
6,453
6,455
6,456
6,459
6,465
6,468
6,476
6,481
6,484
6,488
6,491
6,492
6,494
6,500
