round,client_id
5,9
5,12
5,16
5,17
5,20
5,21
5,26
5,29
5,32
5,33
5,35
5,37
5,38
5,40
5,41
5,43
5,48
5,50
5,55
5,57
5,59
5,60
5,62
5,66
5,73
5,74
5,80
5,94
5,96
5,99
5,101
5,103
5,105
5,108
5,114
5,117
5,118
5,120
5,121
5,122
5,129
5,133
5,134
5,135
5,136
5,137
5,139
5,141
5,142
5,143
5,144
5,148
5,149
5,150
5,152
5,155
5,160
5,163
5,164
5,166
5,171
5,174
5,183
5,187
5,188
5,191
5,192
5,198
5,200
5,202
5,205
5,207
5,208
5,212
5,214
5,215
5,218
5,219
5,223
5,225
5,228
5,230
5,233
5,235
5,236
5,244
5,248
5,249
5,250
5,254
5,255
5,257
5,261
5,265
5,267
5,270
5,273
5,274
5,275
5,278
5,280
5,284
5,285
5,289
5,296
5,297
5,308
5,312
5,313
5,319
5,321
5,326
5,327
5,329
5,345
5,350
5,352
5,358
5,359
5,363
5,367
5,368
5,371
5,373
5,375
5,379
5,381
5,382
5,390
5,391
5,397
5,398
5,399
5,401
5,405
5,411
5,416
5,419
5,424
5,431
5,432
5,435
5,442
5,444
5,455
5,456
5,459
5,465
5,468
5,474
5,476
5,481
5,484
5,488
5,491
5,492
5,494
5,500
