round,client_id
1,1
1,2
1,10
1,12
1,16
1,26
1,28
1,29
1,30
1,32
1,39
1,41
1,44
1,48
1,62
1,69
1,73
1,74
1,86
1,96
1,100
1,101
1,117
1,118
1,129
1,133
1,137
1,139
1,142
1,143
1,149
1,150
1,151
1,157
1,160
1,163
1,165
1,169
1,170
1,171
1,174
1,178
1,183
1,188
1,191
1,198
1,212
1,218
1,225
1,230
1,233
1,234
1,236
1,244
1,249
1,250
1,251
1,261
1,265
1,271
1,274
1,276
1,281
1,282
1,290
1,291
1,297
1,301
1,306
1,311
1,312
1,327
1,329
1,330
1,339
1,340
1,341
1,342
1,345
1,346
1,350
1,352
1,358
1,359
1,364
1,368
1,373
1,379
1,382
1,385
1,411
1,412
1,416
1,420
1,422
1,431
1,432
1,444
1,447
1,449
1,456
1,459
1,465
1,468
1,470
1,471
1,474
1,476
1,488
1,489
1,492
