round,client_id
5,1
5,2
5,4
5,9
5,12
5,16
5,17
5,21
5,26
5,28
5,29
5,32
5,37
5,38
5,40
5,41
5,43
5,44
5,48
5,49
5,53
5,55
5,59
5,66
5,72
5,73
5,74
5,80
5,83
5,96
5,99
5,100
5,101
5,104
5,105
5,109
5,112
5,114
5,116
5,117
5,118
5,120
5,121
5,122
5,129
5,131
5,133
5,135
5,137
5,141
5,142
5,143
5,144
5,146
5,148
5,150
5,151
5,157
5,160
5,162
5,163
5,164
5,165
5,166
5,168
5,169
5,170
5,171
5,174
5,175
5,178
5,183
5,187
5,188
5,198
5,203
5,205
5,212
5,218
5,219
5,222
5,223
5,225
5,230
5,233
5,234
5,236
5,242
5,244
5,248
5,249
5,251
5,257
5,264
5,265
5,267
5,268
5,270
5,273
5,274
5,275
5,281
5,283
5,284
5,288
5,292
5,297
5,298
5,300
5,301
5,306
5,307
5,308
5,312
5,316
5,319
5,321
5,322
5,327
5,329
5,335
5,338
5,340
5,345
5,350
5,352
5,358
5,359
5,363
5,364
5,367
5,368
5,373
5,379
5,381
5,382
5,391
5,397
5,398
5,400
5,401
5,405
5,408
5,411
5,415
5,416
5,418
5,419
5,423
5,431
5,432
5,438
5,444
5,456
5,457
5,459
5,460
5,462
5,465
5,468
5,474
5,476
5,481
5,482
5,488
5,492
5,494
5,498
