round,client_id
3,1
3,2
3,12
3,16
3,17
3,19
3,21
3,26
3,28
3,29
3,30
3,32
3,38
3,40
3,41
3,44
3,48
3,49
3,53
3,55
3,57
3,73
3,74
3,80
3,93
3,96
3,98
3,99
3,100
3,101
3,105
3,109
3,114
3,117
3,118
3,120
3,129
3,133
3,135
3,137
3,141
3,142
3,143
3,144
3,146
3,148
3,150
3,151
3,157
3,160
3,163
3,164
3,165
3,166
3,169
3,170
3,171
3,174
3,178
3,183
3,187
3,188
3,191
3,198
3,212
3,218
3,219
3,225
3,230
3,233
3,234
3,242
3,244
3,248
3,249
3,250
3,261
3,265
3,267
3,268
3,270
3,274
3,276
3,281
3,288
3,290
3,297
3,300
3,301
3,306
3,307
3,308
3,312
3,316
3,319
3,321
3,327
3,329
3,330
3,335
3,337
3,340
3,341
3,345
3,350
3,352
3,358
3,359
3,364
3,367
3,368
3,370
3,373
3,379
3,382
3,391
3,398
3,400
3,401
3,405
3,408
3,411
3,413
3,415
3,416
3,419
3,422
3,431
3,432
3,435
3,438
3,444
3,447
3,456
3,457
3,460
3,465
3,468
3,471
3,474
3,476
3,481
3,488
3,492
