round,client_id
9,7
9,9
9,10
9,11
9,12
9,13
9,16
9,17
9,18
9,19
9,21
9,22
9,27
9,28
9,29
9,30
9,31
9,33
9,34
9,35
9,40
9,43
9,45
9,47
9,50
9,51
9,52
9,57
9,59
9,60
9,61
9,64
9,67
9,68
9,70
9,71
9,75
9,76
9,77
9,79
9,80
9,82
9,83
9,84
9,86
9,89
9,92
9,93
9,94
9,95
9,97
9,99
9,101
9,102
9,104
9,107
9,109
9,110
9,111
9,113
9,114
9,115
9,123
9,124
9,125
9,126
9,129
9,131
9,134
9,140
9,142
9,147
9,149
9,153
9,156
9,157
9,158
9,159
9,160
9,161
9,162
9,164
9,167
9,169
9,172
9,173
9,176
9,177
9,179
9,180
9,181
9,183
9,184
9,185
9,187
9,188
9,190
9,193
9,199
