round,client_id
8,7
8,9
8,10
8,11
8,12
8,13
8,16
8,17
8,18
8,19
8,21
8,22
8,27
8,28
8,29
8,30
8,31
8,33
8,34
8,35
8,40
8,43
8,45
8,47
8,51
8,52
8,57
8,59
8,60
8,61
8,64
8,67
8,68
8,70
8,71
8,75
8,76
8,77
8,79
8,80
8,82
8,83
8,84
8,86
8,89
8,92
8,93
8,94
8,95
8,97
8,99
8,101
8,102
8,104
8,107
8,109
8,110
8,111
8,113
8,114
8,115
8,123
8,124
8,125
8,126
8,129
8,131
8,134
8,140
8,142
8,147
8,149
8,153
8,156
8,157
8,158
8,159
8,161
8,162
8,164
8,167
8,169
8,172
8,173
8,176
8,177
8,179
8,180
8,181
8,182
8,183
8,184
8,185
8,187
8,188
8,190
8,193
8,199
