round,client_id
6,7
6,9
6,10
6,11
6,12
6,13
6,16
6,17
6,18
6,19
6,21
6,22
6,27
6,28
6,29
6,30
6,31
6,33
6,34
6,35
6,40
6,43
6,45
6,47
6,50
6,51
6,57
6,59
6,60
6,61
6,64
6,67
6,68
6,70
6,71
6,75
6,76
6,77
6,79
6,80
6,82
6,83
6,84
6,86
6,89
6,92
6,93
6,94
6,95
6,97
6,99
6,101
6,102
6,104
6,107
6,109
6,110
6,111
6,113
6,114
6,115
6,123
6,124
6,125
6,126
6,129
6,131
6,134
6,140
6,142
6,147
6,149
6,153
6,156
6,158
6,159
6,160
6,161
6,162
6,164
6,167
6,169
6,172
6,173
6,176
6,177
6,179
6,180
6,181
6,182
6,183
6,184
6,185
6,187
6,188
6,190
6,193
6,199
